Date;AveragePrice;Large Bags;year;region
2016-07-17;2.11;0;2016;Jacksonville
2016-07-10;1.68;0;2016;Jacksonville
2016-07-03;1.26;0;2016;Jacksonville
2016-06-26;1.72;0;2016;Jacksonville
2016-06-19;1.71;0;2016;Jacksonville
2016-06-12;1.73;0;2016;Jacksonville
2016-06-05;1.64;0;2016;Jacksonville
2016-05-29;1.63;0;2016;Jacksonville
2016-05-22;1.66;0;2016;Jacksonville
2016-05-15;1.76;0;2016;Jacksonville
2016-05-08;1.7;0;2016;Jacksonville
2016-05-01;1.65;0;2016;Jacksonville
2016-04-24;1.64;0;2016;Jacksonville
2016-04-17;1.73;0;2016;Jacksonville
2016-04-10;1.62;0;2016;Jacksonville
2016-04-03;1.66;0;2016;Jacksonville
2016-03-27;1.73;0;2016;Jacksonville
2016-03-20;1.58;0;2016;Jacksonville
2016-03-13;1.7;0;2016;Jacksonville
2016-03-06;1.83;3.33;2016;Jacksonville
2016-02-28;1.8;0;2016;Jacksonville
2016-02-21;1.76;0;2016;Jacksonville
2016-02-14;1.73;0;2016;Jacksonville
2016-02-07;1.7;0;2016;Jacksonville
2016-01-31;1.74;0;2016;Jacksonville
2016-01-24;1.66;0;2016;Jacksonville
2016-01-17;1.8;0;2016;Jacksonville
2016-01-10;1.76;0;2016;Jacksonville
2016-01-03;1.51;0;2016;Jacksonville
2016-12-25;1.35;111.58;2016;LasVegas
2016-12-18;1.42;11.23;2016;LasVegas
2016-12-11;1.76;32.31;2016;LasVegas
2016-12-04;2.17;116.1;2016;LasVegas
2016-11-27;1.74;6.05;2016;LasVegas
2016-11-20;1.83;0;2016;LasVegas
2016-11-13;1.51;51.72;2016;LasVegas
2016-11-06;1.94;8.01;2016;LasVegas
2016-10-30;2.76;29.08;2016;LasVegas
2016-10-23;2.3;0;2016;LasVegas
2016-10-16;2.85;21.19;2016;LasVegas
2016-10-09;2.09;16.27;2016;LasVegas
2016-10-02;3.03;0;2016;LasVegas
2016-09-25;2.91;0;2016;LasVegas
2016-09-18;2.04;63.68;2016;LasVegas
2016-09-11;2.2;1472.44;2016;LasVegas
2016-09-04;2.02;2488.78;2016;LasVegas
2016-08-28;2.02;2394.52;2016;LasVegas
2016-08-21;1.99;2806.63;2016;LasVegas
2016-08-14;2.14;2572.2;2016;LasVegas
2016-08-07;2.16;2971.93;2016;LasVegas
2016-07-31;2.27;2908.93;2016;LasVegas
2016-07-24;2.3;2390;2016;LasVegas
2016-07-17;2.25;2456.04;2016;LasVegas
2016-07-10;1.9;3464.5;2016;LasVegas
2016-07-03;1.59;4104.85;2016;LasVegas
2016-06-26;1.56;2587.61;2016;LasVegas
2016-06-19;1.52;754.87;2016;LasVegas
2016-06-12;1.42;642.6;2016;LasVegas
2016-06-05;1.41;1534.58;2016;LasVegas
2016-05-29;1.35;1979.77;2016;LasVegas
2016-05-22;1.38;4264.13;2016;LasVegas
2016-05-15;1.2;6035.74;2016;LasVegas
2016-05-08;1.31;3128.01;2016;LasVegas
2016-05-01;1.51;1390.26;2016;LasVegas
2016-04-24;1.36;2606.81;2016;LasVegas
2016-04-17;1.34;3267.51;2016;LasVegas
2016-04-10;1.22;1485.53;2016;LasVegas
2016-04-03;1.25;674.38;2016;LasVegas
2016-03-27;1.41;333.09;2016;LasVegas
2016-03-20;1.35;63.73;2016;LasVegas
2016-03-13;1.33;50.99;2016;LasVegas
2016-03-06;1.3;286.75;2016;LasVegas
2016-02-28;1.29;27.88;2016;LasVegas
2016-02-21;1.44;628.61;2016;LasVegas
2016-02-14;1.28;1355.92;2016;LasVegas
2016-02-07;1.41;403.05;2016;LasVegas
2016-01-31;1.68;64.08;2016;LasVegas
2016-01-24;1.47;6.43;2016;LasVegas
2016-01-17;1.47;19.34;2016;LasVegas
2016-01-10;1.41;6.46;2016;LasVegas
2016-01-03;1.69;22.64;2016;LasVegas
2016-12-25;1.17;7369.88;2016;LosAngeles
2016-12-18;1.29;4204.05;2016;LosAngeles
2016-12-11;1.31;8284.89;2016;LosAngeles
2016-12-04;1.52;2634.22;2016;LosAngeles
2016-11-27;1.64;4633.22;2016;LosAngeles
2016-11-20;1.67;4250.3;2016;LosAngeles
2016-11-13;1.7;7271.57;2016;LosAngeles
2016-11-06;1.94;10714.94;2016;LosAngeles
2016-10-30;2.1;8176.27;2016;LosAngeles
2016-10-23;2.44;39.38;2016;LosAngeles
2016-10-16;1.85;169.29;2016;LosAngeles
2016-10-09;1.58;632.6;2016;LosAngeles
2016-10-02;1.52;5455.02;2016;LosAngeles
2016-09-25;1.62;4487.65;2016;LosAngeles
2016-09-18;1.47;5195.05;2016;LosAngeles
2016-09-11;1.2;1397.96;2016;LosAngeles
2016-09-04;1.29;2434.97;2016;LosAngeles
2016-08-28;1.26;666.67;2016;LosAngeles
2016-08-21;1.19;541.61;2016;LosAngeles
2016-08-14;1.2;4942.06;2016;LosAngeles
2016-08-07;1.14;18564.55;2016;LosAngeles
2016-07-31;1.21;2213;2016;LosAngeles
2016-07-24;1.21;7238.6;2016;LosAngeles
2016-07-17;1.23;22.1;2016;LosAngeles
2016-07-10;1.15;142.9;2016;LosAngeles
2016-07-03;1.23;1619.24;2016;LosAngeles
2016-06-26;1.18;57.83;2016;LosAngeles
2016-06-19;1.23;47.19;2016;LosAngeles
2016-06-12;1.15;32.79;2016;LosAngeles
2016-06-05;1.18;382.75;2016;LosAngeles
2016-05-29;1.11;422.77;2016;LosAngeles
2016-05-22;0.98;4.29;2016;LosAngeles
2016-05-15;1.14;17.14;2016;LosAngeles
2016-05-08;1.13;109.57;2016;LosAngeles
2016-05-01;1.11;13.69;2016;LosAngeles
2016-04-24;1.04;76.95;2016;LosAngeles
2016-04-17;1.01;458.73;2016;LosAngeles
2016-04-10;1.05;2732.72;2016;LosAngeles
2016-04-03;1.08;7269.91;2016;LosAngeles
2016-03-27;1.07;11389.33;2016;LosAngeles
2016-03-20;1.1;5232.73;2016;LosAngeles
2016-03-13;1.09;8875.38;2016;LosAngeles
2016-03-06;0.96;381.47;2016;LosAngeles
2016-02-28;0.96;513.73;2016;LosAngeles
2016-02-21;1.07;1239.25;2016;LosAngeles
2016-02-14;1.09;7897.07;2016;LosAngeles
2016-02-07;1.07;11885.39;2016;LosAngeles
2016-01-31;1.02;10178.83;2016;LosAngeles
2016-01-24;1.06;30229.62;2016;LosAngeles
2016-01-17;1.18;16565.01;2016;LosAngeles
2016-01-10;1.08;10218.64;2016;LosAngeles
2016-01-03;1.15;4505.72;2016;LosAngeles
2016-12-25;1.53;286.23;2016;Louisville
2016-12-18;1.23;872.98;2016;Louisville
2016-12-11;1.16;814.28;2016;Louisville
2016-12-04;1.28;993.24;2016;Louisville
2016-11-27;1.26;1574.01;2016;Louisville
2016-11-20;0.93;2981.29;2016;Louisville
2016-11-13;0.94;2938.55;2016;Louisville
2016-11-06;1.17;2064.08;2016;Louisville
2016-10-30;1.82;143.9;2016;Louisville
2016-10-23;1.03;1882.84;2016;Louisville
2016-10-16;1.24;1030.25;2016;Louisville
2016-10-09;1.08;2068.5;2016;Louisville
2016-10-02;1.87;26.51;2016;Louisville
2016-09-25;1.81;78.79;2016;Louisville
2016-09-18;1.31;854.56;2016;Louisville
2016-09-11;1.07;2087.12;2016;Louisville
2016-09-04;1.04;2657.96;2016;Louisville
2016-08-28;1.23;1502.23;2016;Louisville
2016-08-21;1.53;303.9;2016;Louisville
2016-08-14;1.59;441.5;2016;Louisville
2016-08-07;1.32;1296.57;2016;Louisville
2016-07-31;1.3;1531.13;2016;Louisville
2016-07-24;1.8;261.6;2016;Louisville
2016-07-17;1.26;1335.38;2016;Louisville
2016-07-10;1.25;1153.53;2016;Louisville
2016-07-03;1.05;1702.15;2016;Louisville
2016-06-26;1.24;1366.53;2016;Louisville
2016-06-19;0.85;3532.85;2016;Louisville
2016-06-12;1.31;1217.13;2016;Louisville
2016-06-05;1.19;1577.3;2016;Louisville
2016-05-29;1.5;530.38;2016;Louisville
2016-05-22;1.28;870.92;2016;Louisville
2016-05-15;1.48;851.69;2016;Louisville
2016-05-08;1.47;547.54;2016;Louisville
2016-05-01;1.35;870.69;2016;Louisville
2016-04-24;1.22;1021.56;2016;Louisville
2016-04-17;1.4;371.31;2016;Louisville
2016-04-10;1.41;359.96;2016;Louisville
2016-04-03;1.43;367.06;2016;Louisville
2016-03-27;1.32;591.99;2016;Louisville
2016-03-20;1.51;132.05;2016;Louisville
2016-03-13;1.08;1601.13;2016;Louisville
2016-03-06;0.96;1385.58;2016;Louisville
2016-02-28;1.69;16.16;2016;Louisville
2016-02-21;1.64;170.1;2016;Louisville
2016-02-14;1.72;143.43;2016;Louisville
2016-02-07;1.59;277.97;2016;Louisville
2016-01-31;1.55;319.36;2016;Louisville
2016-01-24;1.49;458.58;2016;Louisville
2016-01-17;1.85;135.59;2016;Louisville
2016-01-10;1.68;376.72;2016;Louisville
2016-01-03;1.74;172.5;2016;Louisville
2016-12-25;1.17;0;2016;MiamiFtLauderdale
2016-12-18;1.17;0;2016;MiamiFtLauderdale
2016-12-11;1.37;0;2016;MiamiFtLauderdale
2016-12-04;1.52;0;2016;MiamiFtLauderdale
2016-11-27;1.6;30;2016;MiamiFtLauderdale
2016-11-20;1.6;20;2016;MiamiFtLauderdale
2016-11-13;1.55;26.67;2016;MiamiFtLauderdale
2016-11-06;1.64;13.33;2016;MiamiFtLauderdale
2016-10-30;1.58;0;2016;MiamiFtLauderdale
2016-10-23;1.58;3.33;2016;MiamiFtLauderdale
2016-10-16;1.52;0;2016;MiamiFtLauderdale
2016-10-09;1.45;3.33;2016;MiamiFtLauderdale
2016-10-02;1.49;3.33;2016;MiamiFtLauderdale
2016-09-25;1.43;16.67;2016;MiamiFtLauderdale
2016-09-18;1.36;43.33;2016;MiamiFtLauderdale
2016-09-11;1.36;23.33;2016;MiamiFtLauderdale
2016-09-04;1.36;53.33;2016;MiamiFtLauderdale
2016-08-28;1.36;30;2016;MiamiFtLauderdale
2016-08-21;1.34;60;2016;MiamiFtLauderdale
2016-08-14;1.34;60;2016;MiamiFtLauderdale
2016-08-07;1.33;63.33;2016;MiamiFtLauderdale
2016-07-31;1.22;76.67;2016;MiamiFtLauderdale
2016-07-24;1.19;26.67;2016;MiamiFtLauderdale
2016-07-17;1.33;26.67;2016;MiamiFtLauderdale
2016-07-10;1.49;50;2016;MiamiFtLauderdale
2016-07-03;1.24;40;2016;MiamiFtLauderdale
2016-06-26;1.39;20;2016;MiamiFtLauderdale
2016-06-19;1.29;10;2016;MiamiFtLauderdale
2016-06-12;1.3;13.33;2016;MiamiFtLauderdale
2016-06-05;1.29;20;2016;MiamiFtLauderdale
2016-05-29;1.27;20;2016;MiamiFtLauderdale
2016-05-22;1.4;3.33;2016;MiamiFtLauderdale
2016-05-15;1.42;6.67;2016;MiamiFtLauderdale
2016-05-08;1.48;6.67;2016;MiamiFtLauderdale
2016-05-01;1.43;3.33;2016;MiamiFtLauderdale
2016-04-24;1.39;3.33;2016;MiamiFtLauderdale
2016-04-17;1.57;0;2016;MiamiFtLauderdale
2016-04-10;1.33;3.33;2016;MiamiFtLauderdale
2016-04-03;1.32;3.33;2016;MiamiFtLauderdale
2016-03-27;1.33;0;2016;MiamiFtLauderdale
2016-03-20;1.33;0;2016;MiamiFtLauderdale
2016-03-13;1.3;6.67;2016;MiamiFtLauderdale
2016-03-06;1.49;13.33;2016;MiamiFtLauderdale
2016-02-28;1.51;36.67;2016;MiamiFtLauderdale
2016-02-21;1.4;3.33;2016;MiamiFtLauderdale
2016-02-14;1.45;3.33;2016;MiamiFtLauderdale
2016-02-07;1.44;3.33;2016;MiamiFtLauderdale
2016-01-31;1.54;0;2016;MiamiFtLauderdale
2016-01-24;1.42;0;2016;MiamiFtLauderdale
2016-01-17;1.49;5.74;2016;MiamiFtLauderdale
2016-01-10;1.52;1222.81;2016;MiamiFtLauderdale
2016-01-03;1.24;3045.4;2016;MiamiFtLauderdale
2016-12-25;1.68;2618.39;2016;Midsouth
2016-12-18;1.46;14363.99;2016;Midsouth
2016-12-11;1.46;21500.79;2016;Midsouth
2016-12-04;1.59;22731.4;2016;Midsouth
2016-11-27;1.7;19707.66;2016;Midsouth
2016-11-20;1.46;35797.63;2016;Midsouth
2016-11-13;1.53;33408.62;2016;Midsouth
2016-11-06;1.48;41021.85;2016;Midsouth
2016-10-30;1.78;5115.71;2016;Midsouth
2016-10-23;1.37;38401.15;2016;Midsouth
2016-10-16;1.49;24403.47;2016;Midsouth
2016-10-09;1.34;40975.48;2016;Midsouth
2016-10-02;1.86;3637.93;2016;Midsouth
2016-09-25;1.74;14231.84;2016;Midsouth
2016-09-18;1.74;11796.71;2016;Midsouth
2016-09-11;1.5;33985.71;2016;Midsouth
2016-09-04;1.52;35402.09;2016;Midsouth
2016-08-28;1.51;28736.48;2016;Midsouth
2016-08-21;1.65;15215.36;2016;Midsouth
2016-08-14;1.62;16361.57;2016;Midsouth
2016-08-07;1.49;30726.82;2016;Midsouth
2016-07-31;1.56;18165.79;2016;Midsouth
2016-07-24;1.75;7215.07;2016;Midsouth
2016-07-17;1.59;24441.1;2016;Midsouth
2016-07-10;1.6;17648.06;2016;Midsouth
2016-07-03;1.52;23052.31;2016;Midsouth
2016-06-26;1.51;21870.64;2016;Midsouth
2016-06-19;1.36;30075.15;2016;Midsouth
2016-06-12;1.46;23651.67;2016;Midsouth
2016-06-05;1.37;29284.85;2016;Midsouth
2016-05-29;1.46;20595.7;2016;Midsouth
2016-05-22;1.37;24061.58;2016;Midsouth
2016-05-15;1.48;14664.97;2016;Midsouth
2016-05-08;1.39;20287.02;2016;Midsouth
2016-05-01;1.55;9799.84;2016;Midsouth
2016-04-24;1.5;11882.57;2016;Midsouth
2016-04-17;1.22;26066.2;2016;Midsouth
2016-04-10;1.18;23977.97;2016;Midsouth
2016-04-03;1.58;9758.79;2016;Midsouth
2016-03-27;1.4;18572.46;2016;Midsouth
2016-03-20;1.37;17237.84;2016;Midsouth
2016-03-13;1.4;17943.79;2016;Midsouth
2016-03-06;1.44;17542.05;2016;Midsouth
2016-02-28;1.58;7055.55;2016;Midsouth
2016-02-21;1.57;7570.27;2016;Midsouth
2016-02-14;1.52;11918.48;2016;Midsouth
2016-02-07;1.52;17120.18;2016;Midsouth
2016-01-31;1.47;21578.62;2016;Midsouth
2016-01-24;1.54;17040.63;2016;Midsouth
2016-01-17;1.59;10568.83;2016;Midsouth
2016-01-10;1.46;24394.8;2016;Midsouth
2016-01-03;1.54;16026.12;2016;Midsouth
2016-12-25;1.5;451.16;2016;Nashville
2016-12-18;1.05;2220.48;2016;Nashville
2016-12-11;1.02;2681.63;2016;Nashville
2016-12-04;0.83;5634.67;2016;Nashville
2016-11-27;1.44;2472.73;2016;Nashville
2016-11-20;0.8;9855.67;2016;Nashville
2016-11-13;0.98;7109.75;2016;Nashville
2016-11-06;0.88;9067.17;2016;Nashville
2016-10-30;1.68;521.04;2016;Nashville
2016-10-23;0.82;8899.75;2016;Nashville
2016-10-16;1.05;3965.31;2016;Nashville
2016-10-09;0.68;12243.66;2016;Nashville
2016-10-02;1.74;231.92;2016;Nashville
2016-09-25;1.72;344.31;2016;Nashville
2016-09-18;1.5;1110.31;2016;Nashville
2016-09-11;0.93;8142.52;2016;Nashville
2016-09-04;0.93;8954.74;2016;Nashville
2016-08-28;1.3;2853.76;2016;Nashville
2016-08-21;1.48;1810.21;2016;Nashville
2016-08-14;1.48;2278.96;2016;Nashville
2016-08-07;1.19;5869.22;2016;Nashville
2016-07-31;1.11;5941.35;2016;Nashville
2016-07-24;1.77;1196.43;2016;Nashville
2016-07-17;1.2;5668.33;2016;Nashville
2016-07-10;1.35;3500.85;2016;Nashville
2016-07-03;0.89;9319.06;2016;Nashville
2016-06-26;1.18;4254.78;2016;Nashville
2016-06-19;0.86;8126.05;2016;Nashville
2016-06-12;1.31;2835.51;2016;Nashville
2016-06-05;1.08;5644.75;2016;Nashville
2016-05-29;1.16;4043.9;2016;Nashville
2016-05-22;1.16;4236.51;2016;Nashville
2016-05-15;1.26;6063.67;2016;Nashville
2016-05-08;0.94;8579.24;2016;Nashville
2016-05-01;1.45;2046.59;2016;Nashville
2016-04-24;1.18;4137.69;2016;Nashville
2016-04-17;0.86;10898.85;2016;Nashville
2016-04-10;0.85;8753.63;2016;Nashville
2016-04-03;1.59;1103.46;2016;Nashville
2016-03-27;1.46;1685.12;2016;Nashville
2016-03-20;1.53;613.52;2016;Nashville
2016-03-13;1.32;2463.72;2016;Nashville
2016-03-06;1.32;2177.37;2016;Nashville
2016-02-28;1.53;13.4;2016;Nashville
2016-02-21;1.49;307.11;2016;Nashville
2016-02-14;1.42;599.23;2016;Nashville
2016-02-07;1.4;767.17;2016;Nashville
2016-01-31;1.39;1164.42;2016;Nashville
2016-01-24;1.37;1055.98;2016;Nashville
2016-01-17;1.51;527.03;2016;Nashville
2016-01-10;1.53;909.24;2016;Nashville
2016-01-03;1.42;814.55;2016;Nashville
2016-12-25;1.41;762.84;2016;NewOrleansMobile
2016-12-18;1.43;727.93;2016;NewOrleansMobile
2016-12-11;1.51;745.37;2016;NewOrleansMobile
2016-12-04;1.55;775.93;2016;NewOrleansMobile
2016-11-27;1.48;1043.42;2016;NewOrleansMobile
2016-11-20;1.55;1019.05;2016;NewOrleansMobile
2016-11-13;1.51;997.53;2016;NewOrleansMobile
2016-11-06;1.66;1243.46;2016;NewOrleansMobile
2016-10-30;1.59;1452.35;2016;NewOrleansMobile
2016-10-23;1.51;929.61;2016;NewOrleansMobile
2016-10-16;1.68;509.03;2016;NewOrleansMobile
2016-10-09;1.91;20;2016;NewOrleansMobile
2016-10-02;1.72;46.67;2016;NewOrleansMobile
2016-09-25;1.5;1126.97;2016;NewOrleansMobile
2016-09-18;1.4;1416.44;2016;NewOrleansMobile
2016-09-11;1.42;26.67;2016;NewOrleansMobile
2016-09-04;1.52;43.33;2016;NewOrleansMobile
2016-08-28;1.49;43.33;2016;NewOrleansMobile
2016-08-21;1.56;63.33;2016;NewOrleansMobile
2016-08-14;1.55;150;2016;NewOrleansMobile
2016-08-07;1.55;126.67;2016;NewOrleansMobile
2016-07-31;1.41;113.33;2016;NewOrleansMobile
2016-07-24;1.41;60;2016;NewOrleansMobile
2016-07-17;1.34;66.67;2016;NewOrleansMobile
2016-07-10;1.3;26.67;2016;NewOrleansMobile
2016-07-03;1.18;26.67;2016;NewOrleansMobile
2016-06-26;1.3;23.33;2016;NewOrleansMobile
2016-06-19;1.25;16.67;2016;NewOrleansMobile
2016-06-12;1.73;20;2016;NewOrleansMobile
2016-06-05;1.68;10;2016;NewOrleansMobile
2016-05-29;1.8;3.33;2016;NewOrleansMobile
2016-05-22;1.58;3.33;2016;NewOrleansMobile
2016-05-15;1.44;16.67;2016;NewOrleansMobile
2016-05-08;1.47;6.67;2016;NewOrleansMobile
2016-05-01;1.44;16.67;2016;NewOrleansMobile
2016-04-24;1.44;6.67;2016;NewOrleansMobile
2016-04-17;1.45;0;2016;NewOrleansMobile
2016-04-10;1.27;0;2016;NewOrleansMobile
2016-04-03;1.31;0;2016;NewOrleansMobile
2016-03-27;1.26;0;2016;NewOrleansMobile
2016-03-20;1.26;0;2016;NewOrleansMobile
2016-03-13;1.27;0;2016;NewOrleansMobile
2016-03-06;1.37;0;2016;NewOrleansMobile
2016-02-28;1.44;0;2016;NewOrleansMobile
2016-02-21;1.54;0;2016;NewOrleansMobile
2016-02-14;1.46;3.33;2016;NewOrleansMobile
2016-02-07;1.41;0;2016;NewOrleansMobile
2016-01-31;1.43;0;2016;NewOrleansMobile
2016-01-24;1.34;0;2016;NewOrleansMobile
2016-01-17;1.48;0;2016;NewOrleansMobile
2016-01-10;1.52;0;2016;NewOrleansMobile
2016-01-03;1.52;0;2016;NewOrleansMobile
2016-12-25;2.17;473.65;2016;NewYork
2016-12-18;1.99;554.38;2016;NewYork
2016-12-11;2.22;4.97;2016;NewYork
2016-12-04;2.04;4.99;2016;NewYork
2016-11-27;2.38;80.2;2016;NewYork
2016-11-20;2.04;232.63;2016;NewYork
2016-11-13;2.65;81.15;2016;NewYork
2016-11-06;2.46;45.8;2016;NewYork
2016-10-30;2.25;525.49;2016;NewYork
2016-10-23;2.1;0;2016;NewYork
2016-10-16;2.33;461.79;2016;NewYork
2016-10-09;2.3;379.21;2016;NewYork
2016-10-02;2.41;332.96;2016;NewYork
2016-09-25;2.34;145.74;2016;NewYork
2016-09-18;2.36;85.12;2016;NewYork
2016-09-11;2.06;689.64;2016;NewYork
2016-09-04;2.15;0;2016;NewYork
2016-08-28;2.32;62.35;2016;NewYork
2016-08-21;2.16;358.27;2016;NewYork
2016-08-14;2.27;355.01;2016;NewYork
2016-08-07;2.37;73.65;2016;NewYork
2016-07-31;2.41;4.89;2016;NewYork
2016-07-24;2.32;515.67;2016;NewYork
2016-07-17;2.4;897.23;2016;NewYork
2016-07-10;2.33;632.68;2016;NewYork
2016-07-03;2.28;507.02;2016;NewYork
2016-06-26;2.23;1549.89;2016;NewYork
2016-06-19;2.26;714.97;2016;NewYork
2016-06-12;1.94;1278.65;2016;NewYork
2016-06-05;2.15;1134.84;2016;NewYork
2016-05-29;2.15;2205.79;2016;NewYork
2016-05-22;2.01;318.07;2016;NewYork
2016-05-15;2.02;840.72;2016;NewYork
2016-05-08;2;1391.66;2016;NewYork
2016-05-01;2.16;2054.59;2016;NewYork
2016-04-24;2.11;456.5;2016;NewYork
2016-04-17;1.98;1851.97;2016;NewYork
2016-04-10;2.2;1072.41;2016;NewYork
2016-04-03;2.08;1235.9;2016;NewYork
2016-03-27;2.12;526.76;2016;NewYork
2016-03-20;1.92;810.98;2016;NewYork
2016-03-13;1.96;1490.43;2016;NewYork
2016-03-06;1.86;4381.18;2016;NewYork
2016-02-28;1.96;3026.08;2016;NewYork
2016-02-21;1.9;4387.05;2016;NewYork
2016-02-14;2.11;2463.92;2016;NewYork
2016-02-07;1.95;5804.31;2016;NewYork
2016-01-31;1.83;10051.15;2016;NewYork
2016-01-24;2.09;7092.93;2016;NewYork
2016-01-17;1.93;3889.08;2016;NewYork
2016-01-10;1.54;16870.22;2016;NewYork
2016-01-03;1.61;13016.45;2016;NewYork
2016-12-25;2;1163.3;2016;Northeast
2016-12-18;1.94;1387.69;2016;Northeast
2016-12-11;2.01;457.24;2016;Northeast
2016-12-04;2;569.87;2016;Northeast
2016-11-27;2.13;652;2016;Northeast
2016-11-20;1.93;1069.72;2016;Northeast
2016-11-13;2.13;462.25;2016;Northeast
2016-11-06;2.07;526.42;2016;Northeast
2016-10-30;1.96;1154.27;2016;Northeast
2016-10-23;1.7;567.86;2016;Northeast
2016-10-16;1.86;1051.54;2016;Northeast
2016-10-09;1.91;1019.83;2016;Northeast
2016-10-02;1.99;940.89;2016;Northeast
2016-09-25;1.96;720.38;2016;Northeast
2016-09-18;2.04;490.77;2016;Northeast
2016-09-11;1.95;1387.71;2016;Northeast
2016-09-04;1.92;464.9;2016;Northeast
2016-08-28;1.84;434.81;2016;Northeast
2016-08-21;1.75;740.15;2016;Northeast
2016-08-14;1.85;944.55;2016;Northeast
2016-08-07;1.88;295.66;2016;Northeast
2016-07-31;1.87;579.54;2016;Northeast
2016-07-24;1.89;3526.56;2016;Northeast
2016-07-17;2.07;9784.57;2016;Northeast
2016-07-10;1.99;7068.01;2016;Northeast
2016-07-03;1.86;11891.05;2016;Northeast
2016-06-26;1.91;10184.97;2016;Northeast
2016-06-19;1.9;10795.53;2016;Northeast
2016-06-12;1.71;12056.27;2016;Northeast
2016-06-05;1.79;11472.16;2016;Northeast
2016-05-29;1.87;13365.87;2016;Northeast
2016-05-22;1.81;9038.32;2016;Northeast
2016-05-15;1.79;9854.07;2016;Northeast
2016-05-08;1.78;15490.48;2016;Northeast
2016-05-01;1.94;12148.41;2016;Northeast
2016-04-24;1.9;13506.48;2016;Northeast
2016-04-17;1.84;13737.99;2016;Northeast
2016-04-10;1.88;17631.86;2016;Northeast
2016-04-03;1.88;10244.06;2016;Northeast
2016-03-27;1.85;10074.22;2016;Northeast
2016-03-20;1.75;9898.66;2016;Northeast
2016-03-13;1.75;16675.91;2016;Northeast
2016-03-06;1.79;27888.96;2016;Northeast
2016-02-28;1.8;27770.03;2016;Northeast
2016-02-21;1.77;24406.73;2016;Northeast
2016-02-14;1.95;11510.32;2016;Northeast
2016-02-07;1.9;26233.24;2016;Northeast
2016-01-31;1.73;33975.32;2016;Northeast
2016-01-24;1.82;24086.65;2016;Northeast
2016-01-17;1.67;15221.72;2016;Northeast
2016-01-10;1.52;39753.28;2016;Northeast
2016-01-03;1.54;34616.99;2016;Northeast
2016-12-25;1.9;0;2016;NorthernNewEngland
2016-12-18;1.95;0;2016;NorthernNewEngland
2016-12-11;1.85;0;2016;NorthernNewEngland
2016-12-04;1.96;0;2016;NorthernNewEngland
2016-11-27;1.84;0;2016;NorthernNewEngland
2016-11-20;1.81;0;2016;NorthernNewEngland
2016-11-13;1.79;0;2016;NorthernNewEngland
2016-11-06;1.84;0;2016;NorthernNewEngland
2016-10-30;1.65;0;2016;NorthernNewEngland
2016-10-23;1.75;0;2016;NorthernNewEngland
2016-10-16;1.49;0;2016;NorthernNewEngland
2016-10-09;1.56;0;2016;NorthernNewEngland
2016-10-02;1.58;0;2016;NorthernNewEngland
2016-09-25;1.51;0;2016;NorthernNewEngland
2016-09-18;1.66;0;2016;NorthernNewEngland
2016-09-11;1.65;0;2016;NorthernNewEngland
2016-09-04;1.58;0;2016;NorthernNewEngland
2016-08-28;1.51;0;2016;NorthernNewEngland
2016-08-21;1.43;0;2016;NorthernNewEngland
2016-08-14;1.4;0;2016;NorthernNewEngland
2016-08-07;1.28;0;2016;NorthernNewEngland
2016-07-31;1.1;0;2016;NorthernNewEngland
2016-07-24;1.13;5.75;2016;NorthernNewEngland
2016-07-17;1.47;0;2016;NorthernNewEngland
2016-07-10;1.45;0;2016;NorthernNewEngland
2016-07-03;1.33;0;2016;NorthernNewEngland
2016-06-26;1.46;0;2016;NorthernNewEngland
2016-06-19;1.42;0;2016;NorthernNewEngland
2016-06-12;0.99;0;2016;NorthernNewEngland
2016-06-05;1.04;0;2016;NorthernNewEngland
2016-05-29;1.19;0;2016;NorthernNewEngland
2016-05-22;1.26;0;2016;NorthernNewEngland
2016-05-15;1.22;0;2016;NorthernNewEngland
2016-05-08;1.63;0;2016;NorthernNewEngland
2016-05-01;1.62;0;2016;NorthernNewEngland
2016-04-24;1.69;0;2016;NorthernNewEngland
2016-04-17;1.6;0;2016;NorthernNewEngland
2016-04-10;1.5;0;2016;NorthernNewEngland
2016-04-03;1.61;0;2016;NorthernNewEngland
2016-03-27;1.61;0;2016;NorthernNewEngland
2016-03-20;1.67;0;2016;NorthernNewEngland
2016-03-13;1.63;0;2016;NorthernNewEngland
2016-03-06;1.68;0;2016;NorthernNewEngland
2016-02-28;1.64;3.33;2016;NorthernNewEngland
2016-02-21;1.64;0;2016;NorthernNewEngland
2016-02-14;1.66;0;2016;NorthernNewEngland
2016-02-07;1.67;0;2016;NorthernNewEngland
2016-01-31;1.65;0;2016;NorthernNewEngland
2016-01-24;1.67;0;2016;NorthernNewEngland
2016-01-17;1.55;0;2016;NorthernNewEngland
2016-01-10;1.66;3.33;2016;NorthernNewEngland
2016-01-03;1.63;0;2016;NorthernNewEngland
2016-12-25;1.27;2225.31;2016;Orlando
2016-12-18;1.26;2136.02;2016;Orlando
2016-12-11;1.4;2487.32;2016;Orlando
2016-12-04;1.46;2643.29;2016;Orlando
2016-11-27;1.47;2105.79;2016;Orlando
2016-11-20;1.53;2757.31;2016;Orlando
2016-11-13;1.53;2916.16;2016;Orlando
2016-11-06;1.56;3359.25;2016;Orlando
2016-10-30;1.56;2561.72;2016;Orlando
